rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
26,doi:10.1016/j.robot.2026.105559,Kinematic analysis and optimized self-adaptive impedance control of a compliant underactuated gripper featuring contact-aided flexure hinges,2026,Robotics and Autonomous Systems,https://doi.org/10.1016/j.robot.2026.105559,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.1109/cis-ram61939.2024.10672647,Confidence-Driven Adaptive Optimal Impedance Control Base on Ultrasound Robot System,2024,"2024 IEEE International Conference on Cybernetics and Intelligent Systems (CIS) and IEEE International Conference on Robotics, Automation and Mechatronics (RAM)",https://doi.org/10.1109/cis-ram61939.2024.10672647,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.3390/electronics13193903,Robust Adaptive Sliding Mode Control Using Stochastic Gradient Descent for Robot Arm Manipulator Trajectory Tracking,2024,Electronics,https://doi.org/10.3390/electronics13193903,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.1108/ir-04-2014-0327,Active interaction control applied to a lower limb rehabilitation robot by using EMG recognition and impedance model,2014,Industrial Robot: An International Journal,https://doi.org/10.1108/ir-04-2014-0327,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
30,doi:10.1109/tcyb.2018.2838573,Adaptive Fuzzy Control for Coordinated Multiple Robots With Constraint Using Impedance Learning,2019,IEEE Transactions on Cybernetics,https://doi.org/10.1109/tcyb.2018.2838573,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.1002/rob.22169,Position‐based force tracking adaptive impedance control strategy for robot grinding complex surfaces system,2023,Journal of Field Robotics,https://doi.org/10.1002/rob.22169,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.3390/app11062613,Composite Error-Based Intelligent Adaptive Sliding Mode Control for Uncertain Bilaterally Symmetrical Hybrid Robot with Variational Desired Trajectories,2021,Applied Sciences,https://doi.org/10.3390/app11062613,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.1016/j.ejcon.2022.100769,Neural adaptive with impedance learning control for uncertain cooperative multiple robot manipulators,2023,European Journal of Control,https://doi.org/10.1016/j.ejcon.2022.100769,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.5194/ms-13-559-2022,Varying rate adaptive hybrid position–impedance control for robot-assisted ultrasonic examination system,2022,Mechanical Sciences,https://doi.org/10.5194/ms-13-559-2022,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.1007/s11370-026-00720-7,Research on hierarchical quantitative impedance adaptive control method for human–robot collaborative systems in multi-task scenarios,2026,Intelligent Service Robotics,https://doi.org/10.1007/s11370-026-00720-7,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.1016/j.cogr.2025.11.001,Self-adaptive control of a two-point contact gripper for the precise handling of compliant objects in industrial robotics,2026,Cognitive Robotics,https://doi.org/10.1016/j.cogr.2025.11.001,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.1177/0037549711423127,Design of a virtual foundation for impedance control in a dual arm cooperative space robot,2012,SIMULATION,https://doi.org/10.1177/0037549711423127,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.3390/app10051635,Adaptive Cruise Control Based on Model Predictive Control with Constraints Softening,2020,Applied Sciences,https://doi.org/10.3390/app10051635,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.1002/oca.3097,Method for solving state‐path constrained optimal control problems using adaptive Radau collocation,2024,Optimal Control Applications and Methods,https://doi.org/10.1002/oca.3097,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.1139/tcsme-2024-0152,Research on compliant control strategy of grinding robot based on model adaptive impedance control,2025,Transactions of the Canadian Society for Mechanical Engineering,https://doi.org/10.1139/tcsme-2024-0152,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.1177/02783649251341907,Adaptive Koopman embedding for robust control of nonlinear dynamical systems,2025,The International Journal of Robotics Research,https://doi.org/10.1177/02783649251341907,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.1155/2020/4812657,Adaptive Variable Parameter Impedance Control for Apple Harvesting Robot Compliant Picking,2020,Complexity,https://doi.org/10.1155/2020/4812657,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.3390/app132111635,Dual PID Adaptive Variable Impedance Constant Force Control for Grinding Robot,2023,Applied Sciences,https://doi.org/10.3390/app132111635,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.1007/s12555-020-0852-4,Learning-based Adaptive Optimal Impedance Control to Enhance Physical Human-robot Interaction Performance,2022,"International Journal of Control, Automation and Systems",https://doi.org/10.1007/s12555-020-0852-4,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.1177/02783649241249194,Unified force-impedance control,2024,The International Journal of Robotics Research,https://doi.org/10.1177/02783649241249194,Addresses impedance control and robot foundation models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Adaptive impedance tokens keeps action-critical alternatives explicit until a physical observation collapses them.
