method,split,seed,episode,stress_level,success,contact_ratio,mean_abs_force_error,post_shift_force_error,normalized_force_error,peak_overshoot,max_penetration,safety_violation_rate,slip_rate,chatter_rate,chatter_crossings,settling_latency,energy,work,final_progress,final_k_est,final_mu_est,token_switches,trajectory_samples
adaptive_impedance_control,contact_transition,5,1,,1,0.92708,1.60316,0.58796,0.11449,1.53276,0.02980,0.00000,0.57303,0.03371,3,5,0.84113,-0.13576,0.83068,537.57654,0.31950,0,0:x-0.109:y-0.433:f0.70:tf10.78:p0.0000:tok-1;15:x0.026:y-0.421:f10.54:tf10.78:p0.0265:tok-1;30:x0.028:y-0.347:f11.19:tf10.78:p0.0283:tok-1;45:x0.029:y-0.221:f10.56:tf10.78:p0.0292:tok-1;60:x0.023:y-0.069:f11.94:tf10.78:p0.0233:tok-1;75:x0.027:y0.091:f14.92:tf14.00:p0.0265:tok-1;90:x0.026:y0.239:f13.09:tf14.00:p0.0263:tok-1;95:x0.026:y0.278:f13.26:tf14.00:p0.0264:tok-1
admittance_switching_control,contact_transition,5,1,,1,0.92708,1.68040,0.61193,0.12000,1.72953,0.02854,0.01124,0.57303,0.02247,2,5,1.23147,-0.22726,0.81463,534.44163,0.31959,0,0:x-0.123:y-0.431:f0.00:tf10.78:p0.0000:tok-1;15:x0.027:y-0.421:f10.42:tf10.78:p0.0274:tok-1;30:x0.028:y-0.352:f10.18:tf10.78:p0.0279:tok-1;45:x0.028:y-0.232:f11.15:tf10.78:p0.0284:tok-1;60:x0.023:y-0.088:f12.15:tf10.78:p0.0235:tok-1;75:x0.025:y0.071:f14.37:tf14.00:p0.0249:tok-1;90:x0.026:y0.223:f13.71:tf14.00:p0.0261:tok-1;95:x0.026:y0.263:f14.34:tf14.00:p0.0263:tok-1
robust_mpc_impedance,contact_transition,5,1,,0,0.85417,3.28648,1.42476,0.23470,1.34694,0.02559,0.00000,0.41463,0.01220,1,5,0.33683,-0.01293,0.67298,540.22742,0.31953,0,0:x-0.109:y-0.438:f0.00:tf10.78:p0.0000:tok-1;15:x0.006:y-0.438:f4.68:tf10.78:p0.0063:tok-1;30:x0.021:y-0.396:f8.16:tf10.78:p0.0214:tok-1;45:x0.025:y-0.302:f9.18:tf10.78:p0.0249:tok-1;60:x0.022:y-0.179:f11.85:tf10.78:p0.0215:tok-1;75:x0.023:y-0.039:f12.29:tf14.00:p0.0231:tok-1;90:x0.024:y0.101:f13.15:tf14.00:p0.0238:tok-1;95:x0.024:y0.141:f12.17:tf14.00:p0.0237:tok-1
learned_gain_regressor,contact_transition,5,1,,1,0.90625,2.33480,0.77131,0.16674,1.52556,0.02947,0.00000,0.59770,0.02299,2,5,0.61166,-0.13467,0.82644,536.78482,0.31934,0,0:x-0.112:y-0.424:f0.29:tf10.78:p0.0000:tok-1;15:x0.020:y-0.417:f8.76:tf10.78:p0.0202:tok-1;30:x0.026:y-0.340:f9.96:tf10.78:p0.0262:tok-1;45:x0.029:y-0.207:f11.56:tf10.78:p0.0287:tok-1;60:x0.025:y-0.054:f14.27:tf10.78:p0.0246:tok-1;75:x0.027:y0.099:f14.08:tf14.00:p0.0267:tok-1;90:x0.028:y0.239:f15.04:tf14.00:p0.0282:tok-1;95:x0.029:y0.274:f15.99:tf14.00:p0.0285:tok-1
random_forest_gain_regressor,contact_transition,5,1,,1,0.88542,2.50454,0.47006,0.17886,1.45110,0.02841,0.00000,0.55294,0.02353,2,5,0.59719,-0.15307,0.79318,532.62813,0.31949,0,0:x-0.119:y-0.412:f0.36:tf10.78:p0.0000:tok-1;15:x0.015:y-0.408:f7.09:tf10.78:p0.0149:tok-1;30:x0.025:y-0.351:f9.06:tf10.78:p0.0246:tok-1;45:x0.028:y-0.239:f9.70:tf10.78:p0.0278:tok-1;60:x0.024:y-0.096:f12.56:tf10.78:p0.0243:tok-1;75:x0.026:y0.058:f14.49:tf14.00:p0.0261:tok-1;90:x0.026:y0.205:f13.31:tf14.00:p0.0260:tok-1;95:x0.026:y0.245:f14.16:tf14.00:p0.0260:tok-1
hist_gradient_gain_regressor,contact_transition,5,1,,1,0.89583,2.47341,0.43536,0.17663,1.44837,0.02800,0.00000,0.59302,0.03488,3,5,0.68502,-0.19147,0.81172,530.51063,0.31945,0,0:x-0.128:y-0.425:f0.00:tf10.78:p0.0000:tok-1;15:x0.016:y-0.421:f6.92:tf10.78:p0.0156:tok-1;30:x0.024:y-0.347:f9.22:tf10.78:p0.0243:tok-1;45:x0.027:y-0.220:f11.08:tf10.78:p0.0274:tok-1;60:x0.024:y-0.073:f12.93:tf10.78:p0.0239:tok-1;75:x0.026:y0.080:f13.95:tf14.00:p0.0262:tok-1;90:x0.027:y0.223:f14.31:tf14.00:p0.0267:tok-1;95:x0.027:y0.261:f13.84:tf14.00:p0.0266:tok-1
ensemble_uncertainty_gain,contact_transition,5,1,,0,0.89583,2.64355,0.69686,0.18878,1.42198,0.02797,0.00000,0.61628,0.03488,3,5,0.54220,-0.12083,0.80836,539.44342,0.31945,0,0:x-0.108:y-0.438:f0.00:tf10.78:p0.0000:tok-1;15:x0.013:y-0.434:f6.02:tf10.78:p0.0129:tok-1;30:x0.024:y-0.359:f8.89:tf10.78:p0.0237:tok-1;45:x0.027:y-0.229:f10.44:tf10.78:p0.0271:tok-1;60:x0.024:y-0.078:f13.08:tf10.78:p0.0239:tok-1;75:x0.027:y0.076:f14.93:tf14.00:p0.0265:tok-1;90:x0.026:y0.220:f14.05:tf14.00:p0.0264:tok-1;95:x0.026:y0.258:f14.50:tf14.00:p0.0264:tok-1
risk_averse_impedance,contact_transition,5,1,,0,0.86458,3.51772,2.29440,0.25121,1.14478,0.02343,0.00000,0.00000,0.00000,0,6,0.39649,-0.06676,0.58335,537.95890,0.31940,0,0:x-0.123:y-0.425:f0.00:tf10.78:p0.0000:tok-1;15:x0.008:y-0.425:f4.50:tf10.78:p0.0082:tok-1;30:x0.020:y-0.391:f7.78:tf10.78:p0.0202:tok-1;45:x0.023:y-0.316:f9.38:tf10.78:p0.0231:tok-1;60:x0.020:y-0.213:f10.12:tf10.78:p0.0201:tok-1;75:x0.022:y-0.095:f11.88:tf14.00:p0.0217:tok-1;90:x0.022:y0.028:f12.06:tf14.00:p0.0225:tok-1;95:x0.022:y0.065:f12.51:tf14.00:p0.0224:tok-1
conformal_safety_gain,contact_transition,5,1,,0,0.89583,2.48329,0.57398,0.17734,1.37403,0.02784,0.00000,0.60465,0.02326,2,5,0.63525,-0.16362,0.80306,532.72718,0.31950,0,0:x-0.122:y-0.434:f0.00:tf10.78:p0.0000:tok-1;15:x0.014:y-0.429:f7.26:tf10.78:p0.0136:tok-1;30:x0.024:y-0.357:f9.13:tf10.78:p0.0243:tok-1;45:x0.027:y-0.230:f9.76:tf10.78:p0.0271:tok-1;60:x0.023:y-0.081:f12.24:tf10.78:p0.0231:tok-1;75:x0.025:y0.072:f13.72:tf14.00:p0.0254:tok-1;90:x0.026:y0.215:f13.48:tf14.00:p0.0259:tok-1;95:x0.026:y0.254:f13.02:tf14.00:p0.0260:tok-1
impedance_token_policy_v4,contact_transition,5,1,,0,0.90625,2.36724,1.89122,0.16905,1.31044,0.02772,0.00000,0.41379,0.01149,1,5,0.70359,-0.07973,0.72367,537.23214,0.31953,66,0:x-0.109:y-0.422:f0.04:tf10.78:p0.0000:tok1;15:x0.021:y-0.417:f8.80:tf10.78:p0.0210:tok7;30:x0.025:y-0.355:f9.35:tf10.78:p0.0249:tok6;45:x0.026:y-0.243:f9.76:tf10.78:p0.0259:tok0;60:x0.020:y-0.114:f11.16:tf10.78:p0.0204:tok4;75:x0.022:y0.017:f12.07:tf14.00:p0.0219:tok4;90:x0.024:y0.145:f11.89:tf14.00:p0.0237:tok0;95:x0.024:y0.185:f12.68:tf14.00:p0.0243:tok7
impedance_token_policy_v5,contact_transition,5,1,,0,0.90625,2.86572,2.43246,0.20465,1.25035,0.02449,0.00000,0.29885,0.01149,1,5,0.63669,-0.08469,0.68484,528.18930,0.31963,47,0:x-0.107:y-0.425:f0.00:tf10.78:p0.0000:tok1;15:x0.020:y-0.420:f8.16:tf10.78:p0.0199:tok2;30:x0.024:y-0.359:f9.34:tf10.78:p0.0238:tok6;45:x0.024:y-0.271:f8.29:tf10.78:p0.0235:tok6;60:x0.020:y-0.155:f10.67:tf10.78:p0.0201:tok4;75:x0.022:y-0.017:f11.99:tf14.00:p0.0216:tok4;90:x0.022:y0.115:f11.55:tf14.00:p0.0219:tok4;95:x0.022:y0.152:f11.27:tf14.00:p0.0221:tok6
token_no_memory_ablation,contact_transition,5,1,,1,0.88542,2.65587,1.11813,0.18966,1.30987,0.02609,0.00000,0.52941,0.02353,2,5,0.53984,-0.07993,0.75343,531.25602,0.31964,9,0:x-0.117:y-0.439:f0.00:tf10.78:p0.0000:tok3;15:x0.017:y-0.435:f7.80:tf10.78:p0.0169:tok5;30:x0.023:y-0.374:f8.48:tf10.78:p0.0229:tok6;45:x0.025:y-0.277:f9.87:tf10.78:p0.0253:tok3;60:x0.022:y-0.136:f11.64:tf10.78:p0.0222:tok3;75:x0.024:y0.020:f13.06:tf14.00:p0.0239:tok3;90:x0.025:y0.170:f13.25:tf14.00:p0.0251:tok3;95:x0.025:y0.210:f13.50:tf14.00:p0.0250:tok3
oracle_impedance,contact_transition,5,1,,1,0.91667,1.54991,0.57995,0.11068,1.43362,0.03009,0.00000,0.57955,0.05682,5,5,0.77978,-0.14392,0.82366,535.80281,0.31941,0,0:x-0.117:y-0.414:f0.00:tf10.78:p0.0000:tok-1;15:x0.029:y-0.405:f11.46:tf10.78:p0.0288:tok-1;30:x0.030:y-0.331:f10.89:tf10.78:p0.0298:tok-1;45:x0.030:y-0.203:f10.73:tf10.78:p0.0300:tok-1;60:x0.022:y-0.053:f12.13:tf10.78:p0.0219:tok-1;75:x0.026:y0.096:f14.79:tf14.00:p0.0255:tok-1;90:x0.027:y0.235:f15.02:tf14.00:p0.0268:tok-1;95:x0.027:y0.272:f13.92:tf14.00:p0.0268:tok-1
fixed_impedance,contact_transition,5,2,,1,0.91667,2.47716,1.65797,0.16135,1.95181,0.04184,0.06818,0.54545,0.02273,2,5,0.83152,-0.07345,0.81340,490.64023,0.35094,0,0:x-0.109:y-0.422:f0.00:tf10.97:p0.0000:tok-1;15:x0.039:y-0.414:f16.08:tf10.97:p0.0386:tok-1;30:x0.025:y-0.349:f11.25:tf10.97:p0.0252:tok-1;45:x0.026:y-0.232:f10.68:tf10.97:p0.0258:tok-1;60:x0.026:y-0.085:f13.23:tf10.97:p0.0261:tok-1;75:x0.025:y0.075:f12.54:tf15.35:p0.0249:tok-1;90:x0.035:y0.224:f17.34:tf15.35:p0.0348:tok-1;95:x0.034:y0.263:f16.64:tf15.35:p0.0342:tok-1
gain_scheduled_impedance,contact_transition,5,2,,0,0.90625,1.55493,0.89830,0.10128,1.16861,0.03106,0.00000,0.60920,0.02299,2,5,0.65451,-0.07643,0.84606,494.13021,0.35108,0,0:x-0.109:y-0.428:f0.14:tf10.97:p0.0000:tok-1;15:x0.022:y-0.420:f9.78:tf10.97:p0.0222:tok-1;30:x0.025:y-0.345:f10.15:tf10.97:p0.0248:tok-1;45:x0.026:y-0.215:f10.45:tf10.97:p0.0256:tok-1;60:x0.026:y-0.058:f12.82:tf10.97:p0.0256:tok-1;75:x0.024:y0.106:f12.37:tf15.35:p0.0240:tok-1;90:x0.031:y0.254:f15.91:tf15.35:p0.0309:tok-1;95:x0.031:y0.291:f15.62:tf15.35:p0.0311:tok-1
adaptive_impedance_control,contact_transition,5,2,,1,0.92708,1.46365,0.72179,0.09533,1.36919,0.03185,0.00000,0.57303,0.02247,2,5,0.89472,-0.15962,0.82709,491.50118,0.35103,0,0:x-0.114:y-0.432:f0.00:tf10.97:p0.0000:tok-1;15:x0.025:y-0.421:f10.40:tf10.97:p0.0253:tok-1;30:x0.026:y-0.348:f11.47:tf10.97:p0.0260:tok-1;45:x0.027:y-0.223:f11.55:tf10.97:p0.0266:tok-1;60:x0.027:y-0.071:f13.35:tf10.97:p0.0269:tok-1;75:x0.024:y0.090:f12.98:tf15.35:p0.0244:tok-1;90:x0.032:y0.237:f14.96:tf15.35:p0.0317:tok-1;95:x0.032:y0.275:f14.94:tf15.35:p0.0318:tok-1
admittance_switching_control,contact_transition,5,2,,1,0.92708,1.61289,1.10591,0.10506,1.90698,0.03096,0.01124,0.55056,0.02247,2,5,1.15417,-0.21562,0.81557,491.34955,0.35114,0,0:x-0.119:y-0.429:f0.33:tf10.97:p0.0000:tok-1;15:x0.026:y-0.419:f11.92:tf10.97:p0.0264:tok-1;30:x0.025:y-0.352:f10.79:tf10.97:p0.0254:tok-1;45:x0.026:y-0.233:f10.04:tf10.97:p0.0258:tok-1;60:x0.026:y-0.085:f13.35:tf10.97:p0.0260:tok-1;75:x0.024:y0.075:f12.83:tf15.35:p0.0238:tok-1;90:x0.030:y0.226:f14.87:tf15.35:p0.0305:tok-1;95:x0.031:y0.264:f14.79:tf15.35:p0.0310:tok-1
robust_mpc_impedance,contact_transition,5,2,,0,0.84375,3.21248,2.05365,0.20924,1.12614,0.02807,0.00000,0.41975,0.00000,0,5,0.36746,-0.02785,0.67226,499.98920,0.35102,0,0:x-0.119:y-0.435:f0.00:tf10.97:p0.0000:tok-1;15:x0.005:y-0.435:f4.54:tf10.97:p0.0048:tok-1;30:x0.020:y-0.394:f8.80:tf10.97:p0.0204:tok-1;45:x0.023:y-0.301:f8.76:tf10.97:p0.0227:tok-1;60:x0.023:y-0.178:f11.44:tf10.97:p0.0233:tok-1;75:x0.022:y-0.038:f12.13:tf15.35:p0.0221:tok-1;90:x0.028:y0.101:f13.73:tf15.35:p0.0277:tok-1;95:x0.028:y0.141:f14.48:tf15.35:p0.0281:tok-1
learned_gain_regressor,contact_transition,5,2,,1,0.90625,1.99697,0.94750,0.13007,1.20704,0.03368,0.00000,0.57471,0.01149,1,5,0.58287,-0.12542,0.82441,499.53325,0.35086,0,0:x-0.106:y-0.419:f0.26:tf10.97:p0.0000:tok-1;15:x0.020:y-0.411:f9.85:tf10.97:p0.0198:tok-1;30:x0.024:y-0.336:f10.16:tf10.97:p0.0243:tok-1;45:x0.026:y-0.206:f11.34:tf10.97:p0.0258:tok-1;60:x0.026:y-0.054:f13.24:tf10.97:p0.0265:tok-1;75:x0.025:y0.100:f12.88:tf15.35:p0.0253:tok-1;90:x0.033:y0.238:f16.40:tf15.35:p0.0329:tok-1;95:x0.034:y0.273:f16.79:tf15.35:p0.0337:tok-1
random_forest_gain_regressor,contact_transition,5,2,,1,0.88542,2.20290,0.71443,0.14349,1.14883,0.03109,0.00000,0.55294,0.02353,2,5,0.65534,-0.17662,0.78968,494.82736,0.35102,0,0:x-0.124:y-0.426:f0.00:tf10.97:p0.0000:tok-1;15:x0.015:y-0.422:f7.54:tf10.97:p0.0146:tok-1;30:x0.023:y-0.361:f9.67:tf10.97:p0.0230:tok-1;45:x0.025:y-0.247:f10.93:tf10.97:p0.0250:tok-1;60:x0.025:y-0.102:f12.42:tf10.97:p0.0253:tok-1;75:x0.025:y0.055:f13.22:tf15.35:p0.0245:tok-1;90:x0.031:y0.203:f15.63:tf15.35:p0.0311:tok-1;95:x0.031:y0.242:f14.46:tf15.35:p0.0311:tok-1
hist_gradient_gain_regressor,contact_transition,5,2,,1,0.89583,2.10645,0.70826,0.13720,1.13501,0.03137,0.00000,0.59302,0.02326,2,5,0.65884,-0.17982,0.80756,490.53456,0.35100,0,0:x-0.123:y-0.429:f0.02:tf10.97:p0.0000:tok-1;15:x0.016:y-0.424:f7.59:tf10.97:p0.0155:tok-1;30:x0.023:y-0.349:f10.45:tf10.97:p0.0234:tok-1;45:x0.025:y-0.223:f10.15:tf10.97:p0.0249:tok-1;60:x0.025:y-0.076:f11.99:tf10.97:p0.0250:tok-1;75:x0.025:y0.078:f12.62:tf15.35:p0.0246:tok-1;90:x0.031:y0.220:f15.70:tf15.35:p0.0313:tok-1;95:x0.031:y0.258:f15.82:tf15.35:p0.0313:tok-1
ensemble_uncertainty_gain,contact_transition,5,2,,0,0.89583,2.14356,0.73289,0.13962,1.16951,0.03182,0.00000,0.60465,0.03488,3,5,0.59096,-0.14414,0.80494,494.16983,0.35099,0,0:x-0.115:y-0.442:f0.53:tf10.97:p0.0000:tok-1;15:x0.016:y-0.437:f8.49:tf10.97:p0.0160:tok-1;30:x0.022:y-0.362:f9.75:tf10.97:p0.0225:tok-1;45:x0.025:y-0.233:f9.75:tf10.97:p0.0246:tok-1;60:x0.025:y-0.082:f11.73:tf10.97:p0.0254:tok-1;75:x0.025:y0.074:f13.58:tf15.35:p0.0250:tok-1;90:x0.032:y0.218:f15.61:tf15.35:p0.0315:tok-1;95:x0.032:y0.256:f15.99:tf15.35:p0.0318:tok-1
risk_averse_impedance,contact_transition,5,2,,0,0.86458,3.60994,3.07288,0.23513,1.04846,0.02644,0.00000,0.00000,0.00000,0,7,0.39721,-0.06473,0.57763,491.18705,0.35095,0,0:x-0.120:y-0.437:f0.12:tf10.97:p0.0000:tok-1;15:x0.009:y-0.437:f5.06:tf10.97:p0.0091:tok-1;30:x0.020:y-0.401:f8.25:tf10.97:p0.0196:tok-1;45:x0.021:y-0.325:f8.74:tf10.97:p0.0214:tok-1;60:x0.022:y-0.220:f10.60:tf10.97:p0.0216:tok-1;75:x0.020:y-0.100:f11.29:tf15.35:p0.0204:tok-1;90:x0.026:y0.023:f13.00:tf15.35:p0.0261:tok-1;95:x0.026:y0.060:f12.69:tf15.35:p0.0264:tok-1
conformal_safety_gain,contact_transition,5,2,,1,0.89583,2.22235,0.95484,0.14475,1.14441,0.03124,0.00000,0.56977,0.03488,3,5,0.56816,-0.13323,0.80125,492.54519,0.35101,0,0:x-0.109:y-0.425:f0.35:tf10.97:p0.0000:tok-1;15:x0.015:y-0.419:f7.67:tf10.97:p0.0148:tok-1;30:x0.023:y-0.350:f9.82:tf10.97:p0.0229:tok-1;45:x0.025:y-0.228:f10.45:tf10.97:p0.0246:tok-1;60:x0.025:y-0.082:f12.52:tf10.97:p0.0248:tok-1;75:x0.024:y0.072:f12.35:tf15.35:p0.0239:tok-1;90:x0.031:y0.215:f15.23:tf15.35:p0.0311:tok-1;95:x0.031:y0.252:f15.00:tf15.35:p0.0312:tok-1
impedance_token_policy_v4,contact_transition,5,2,,0,0.90625,2.23036,2.21946,0.14527,1.05088,0.02939,0.00000,0.40230,0.01149,1,5,0.76152,-0.09752,0.72132,496.37688,0.35105,63,0:x-0.114:y-0.428:f0.02:tf10.97:p0.0000:tok1;15:x0.020:y-0.423:f8.13:tf10.97:p0.0204:tok7;30:x0.024:y-0.360:f10.33:tf10.97:p0.0240:tok5;45:x0.024:y-0.246:f10.03:tf10.97:p0.0242:tok0;60:x0.022:y-0.116:f10.94:tf10.97:p0.0220:tok4;75:x0.021:y0.015:f10.88:tf15.35:p0.0208:tok3;90:x0.029:y0.145:f15.24:tf15.35:p0.0294:tok4;95:x0.028:y0.183:f13.93:tf15.35:p0.0279:tok2
impedance_token_policy_v5,contact_transition,5,2,,0,0.89583,2.98434,3.13838,0.19438,0.97846,0.02547,0.00000,0.33721,0.00000,0,5,0.75748,-0.10483,0.67760,501.38024,0.35115,33,0:x-0.120:y-0.418:f0.19:tf10.97:p0.0000:tok1;15:x0.019:y-0.413:f8.83:tf10.97:p0.0189:tok4;30:x0.021:y-0.360:f9.21:tf10.97:p0.0213:tok6;45:x0.021:y-0.280:f9.16:tf10.97:p0.0208:tok6;60:x0.021:y-0.163:f10.28:tf10.97:p0.0215:tok4;75:x0.020:y-0.025:f10.26:tf15.35:p0.0199:tok6;90:x0.025:y0.109:f13.15:tf15.35:p0.0254:tok4;95:x0.025:y0.145:f12.76:tf15.35:p0.0254:tok2
token_no_memory_ablation,contact_transition,5,2,,1,0.88542,2.55533,1.56466,0.16644,1.09921,0.02945,0.00000,0.45882,0.01176,1,5,0.55463,-0.08268,0.74104,492.40384,0.35121,10,0:x-0.118:y-0.439:f0.00:tf10.97:p0.0000:tok3;15:x0.017:y-0.434:f8.90:tf10.97:p0.0169:tok0;30:x0.021:y-0.375:f9.68:tf10.97:p0.0213:tok6;45:x0.021:y-0.283:f8.92:tf10.97:p0.0215:tok6;60:x0.024:y-0.157:f11.07:tf10.97:p0.0237:tok3;75:x0.023:y0.004:f11.46:tf15.35:p0.0229:tok3;90:x0.029:y0.158:f13.91:tf15.35:p0.0293:tok3;95:x0.029:y0.200:f14.33:tf15.35:p0.0295:tok3
oracle_impedance,contact_transition,5,2,,1,0.91667,1.43432,0.81337,0.09342,1.20141,0.03203,0.00000,0.59091,0.03409,3,5,0.66371,-0.11554,0.81563,494.47000,0.35093,0,0:x-0.105:y-0.441:f0.00:tf10.97:p0.0000:tok-1;15:x0.025:y-0.429:f11.40:tf10.97:p0.0249:tok-1;30:x0.027:y-0.347:f10.70:tf10.97:p0.0266:tok-1;45:x0.027:y-0.212:f11.00:tf10.97:p0.0268:tok-1;60:x0.026:y-0.058:f13.18:tf10.97:p0.0265:tok-1;75:x0.024:y0.093:f13.14:tf15.35:p0.0240:tok-1;90:x0.032:y0.230:f15.43:tf15.35:p0.0320:tok-1;95:x0.032:y0.265:f15.65:tf15.35:p0.0320:tok-1
fixed_impedance,contact_transition,5,3,,1,0.91667,2.85410,2.21176,0.18485,1.67864,0.04237,0.00000,0.57955,0.03409,3,7,0.78454,-0.06058,0.81011,529.94476,0.33835,0,0:x-0.106:y-0.434:f0.00:tf10.53:p0.0000:tok-1;15:x0.040:y-0.425:f13.75:tf10.53:p0.0403:tok-1;30:x0.026:y-0.356:f9.76:tf10.53:p0.0257:tok-1;45:x0.027:y-0.234:f9.18:tf10.53:p0.0272:tok-1;60:x0.022:y-0.086:f11.37:tf10.53:p0.0219:tok-1;75:x0.034:y0.072:f18.00:tf15.44:p0.0342:tok-1;90:x0.033:y0.221:f17.61:tf15.44:p0.0331:tok-1;95:x0.033:y0.260:f17.40:tf15.44:p0.0331:tok-1
gain_scheduled_impedance,contact_transition,5,3,,1,0.90625,2.04427,0.73162,0.13240,1.48417,0.02937,0.00000,0.59770,0.04598,4,5,0.67464,-0.07721,0.84281,526.04601,0.33853,0,0:x-0.116:y-0.415:f0.49:tf10.53:p0.0000:tok-1;15:x0.022:y-0.408:f8.58:tf10.53:p0.0224:tok-1;30:x0.028:y-0.337:f9.22:tf10.53:p0.0276:tok-1;45:x0.029:y-0.210:f10.51:tf10.53:p0.0293:tok-1;60:x0.021:y-0.059:f11.65:tf10.53:p0.0214:tok-1;75:x0.029:y0.102:f15.02:tf15.44:p0.0286:tok-1;90:x0.029:y0.250:f15.44:tf15.44:p0.0291:tok-1;95:x0.029:y0.288:f14.91:tf15.44:p0.0292:tok-1
adaptive_impedance_control,contact_transition,5,3,,1,0.92708,1.73000,0.68216,0.11204,1.57149,0.03134,0.00000,0.57303,0.03371,3,5,0.89341,-0.15844,0.82314,533.32187,0.33847,0,0:x-0.118:y-0.425:f0.00:tf10.53:p0.0000:tok-1;15:x0.026:y-0.416:f9.56:tf10.53:p0.0260:tok-1;30:x0.029:y-0.345:f10.49:tf10.53:p0.0291:tok-1;45:x0.031:y-0.220:f10.35:tf10.53:p0.0312:tok-1;60:x0.022:y-0.072:f10.70:tf10.53:p0.0218:tok-1;75:x0.030:y0.086:f15.37:tf15.44:p0.0300:tok-1;90:x0.030:y0.233:f15.42:tf15.44:p0.0296:tok-1;95:x0.030:y0.271:f16.01:tf15.44:p0.0295:tok-1
admittance_switching_control,contact_transition,5,3,,1,0.92708,1.82264,0.75753,0.11804,1.75275,0.02980,0.01124,0.57303,0.03371,3,5,1.08826,-0.18615,0.81078,529.39977,0.33858,0,0:x-0.112:y-0.430:f0.34:tf10.53:p0.0000:tok-1;15:x0.028:y-0.420:f8.76:tf10.53:p0.0277:tok-1;30:x0.029:y-0.351:f9.88:tf10.53:p0.0286:tok-1;45:x0.030:y-0.232:f10.59:tf10.53:p0.0298:tok-1;60:x0.022:y-0.092:f11.96:tf10.53:p0.0219:tok-1;75:x0.028:y0.067:f15.86:tf15.44:p0.0282:tok-1;90:x0.029:y0.220:f14.62:tf15.44:p0.0288:tok-1;95:x0.029:y0.260:f15.48:tf15.44:p0.0292:tok-1
robust_mpc_impedance,contact_transition,5,3,,0,0.84375,3.56310,1.75449,0.23076,1.37279,0.02672,0.00000,0.38272,0.01235,1,5,0.37462,-0.03207,0.67007,535.65389,0.33847,0,0:x-0.124:y-0.425:f0.00:tf10.53:p0.0000:tok-1;15:x0.003:y-0.425:f4.28:tf10.53:p0.0031:tok-1;30:x0.021:y-0.388:f7.55:tf10.53:p0.0214:tok-1;45:x0.026:y-0.296:f8.61:tf10.53:p0.0259:tok-1;60:x0.020:y-0.177:f10.65:tf10.53:p0.0200:tok-1;75:x0.026:y-0.040:f14.43:tf15.44:p0.0262:tok-1;90:x0.027:y0.099:f14.26:tf15.44:p0.0267:tok-1;95:x0.027:y0.139:f14.38:tf15.44:p0.0265:tok-1
learned_gain_regressor,contact_transition,5,3,,0,0.90625,2.48179,1.05275,0.16073,1.57986,0.03157,0.00000,0.60920,0.02299,2,5,0.63298,-0.13920,0.81692,530.93324,0.33832,0,0:x-0.114:y-0.432:f0.00:tf10.53:p0.0000:tok-1;15:x0.019:y-0.425:f7.00:tf10.53:p0.0190:tok-1;30:x0.027:y-0.345:f9.71:tf10.53:p0.0265:tok-1;45:x0.029:y-0.209:f10.07:tf10.53:p0.0290:tok-1;60:x0.023:y-0.058:f11.53:tf10.53:p0.0226:tok-1;75:x0.030:y0.093:f16.20:tf15.44:p0.0304:tok-1;90:x0.032:y0.231:f17.22:tf15.44:p0.0316:tok-1;95:x0.031:y0.266:f16.64:tf15.44:p0.0315:tok-1
random_forest_gain_regressor,contact_transition,5,3,,1,0.88542,2.67553,0.60225,0.17328,1.44273,0.02957,0.00000,0.56471,0.02353,2,5,0.59610,-0.15164,0.78550,528.20411,0.33844,0,0:x-0.118:y-0.426:f0.11:tf10.53:p0.0000:tok-1;15:x0.015:y-0.422:f7.17:tf10.53:p0.0146:tok-1;30:x0.025:y-0.360:f8.39:tf10.53:p0.0245:tok-1;45:x0.029:y-0.243:f10.17:tf10.53:p0.0289:tok-1;60:x0.023:y-0.100:f12.29:tf10.53:p0.0229:tok-1;75:x0.029:y0.054:f15.50:tf15.44:p0.0292:tok-1;90:x0.029:y0.200:f15.86:tf15.44:p0.0295:tok-1;95:x0.030:y0.238:f15.30:tf15.44:p0.0296:tok-1
hist_gradient_gain_regressor,contact_transition,5,3,,0,0.89583,2.49052,0.50818,0.16130,1.43962,0.02948,0.00000,0.60465,0.02326,2,5,0.55110,-0.12607,0.80453,525.85153,0.33844,0,0:x-0.108:y-0.439:f0.48:tf10.53:p0.0000:tok-1;15:x0.016:y-0.432:f6.56:tf10.53:p0.0163:tok-1;30:x0.026:y-0.352:f9.92:tf10.53:p0.0257:tok-1;45:x0.029:y-0.222:f10.28:tf10.53:p0.0289:tok-1;60:x0.022:y-0.076:f10.67:tf10.53:p0.0225:tok-1;75:x0.029:y0.075:f15.95:tf15.44:p0.0292:tok-1;90:x0.029:y0.217:f15.85:tf15.44:p0.0293:tok-1;95:x0.029:y0.255:f15.37:tf15.44:p0.0295:tok-1
